content,score,sentiment_clean
"Mohon perbaiki aplikasi kalian. Dari 2017 saya terbiasa beli tiket dari sini tapi semenjak tidak bisa konek ke DANA saya selalu ""Koneksi tidak stabil"" padahal wifi dan data saya masih ada dan kencang. Saya sudah mencoba mengikuti tips dari review lain tapi sama saja tidak bisa. Atau coba pakai metode pembayaran lain. Sampai hal ini teratasi saya masih akan berikan bintang 1.",1,negative
Very helpful,5,positive
"Easy to use, especially since they have all cinema groups open for ticket sale. It's just that when doing top up, they should warn the user that they now charged Rp 500 from the total amount, and so far the F&B feature has yet to work (whenever I open it, it just said 'operational hour is A to B, unable to click anything despite opening it at said hour)",4,mixed
"Aplikasi apaan nih?? mau beli tiket susah,ngelink sama bioskopnya pun engga.sampe jd beli tiket lsg di bioskop,tapi di aplikasi status kursinya masih kosong. Boro2 ngerasain diskonnya, auto uninstall.",1,negative
"I feel like this app is a scam. The only payment methode is by Dana, but after I installed Dana, did the top up and want to buy tickets, what appeared instead is unstable connection. It goes on and on so i cant do the transaction. Very bad impression.",1,negative
kntl mau bayar lama bener gangguannya,1,negative
nice,5,positive
"Gak ada yg voucher pengguna baru,.",4,negative
Keren,5,positive
Happy banget dpt voucher xixixi,5,positive
"enak si jd lebih mudah dan cepet, cuma pembayarannya berharap bgt bisa ada e wallet yg lain kayak ovo, gopay, dll",5,mixed
love it,5,positive
Good,5,positive
Payment only dana. Better can pay by all e wallet,2,negative
"eror, gak bisa apa-apa. bahkan aktifkan ke dana juga gak bisa, padahal dana saya aktif terus",1,negative
"Sangat jelekkk, tidak bisa membayar. SANGAT ANEH GA JELAS",1,negative
"SCAM, UDH BELI VOUCHER DISKON, TP GA KEPOTONG",1,negative
"kenapa sekarang ini kalau mau review (lihat trailer) filmya..selalu muncul ""terjadi kesalahan bla bla bla""",4,negative
notif iklannya ganas,1,negative
Really helpful for meee bcs I don't need to Interaction with ticketing 😚💞,5,positive
Kenapa sih pembayaran hanya boleh pake DANA???????? Hanya buat nambah² beban biaya admin aja buat isi² DANA,3,negative
Amazinggg,5,positive
Nice app,5,positive
Nice and very sample,5,positive
Easy and update selection of movies and payment. You guys need more promo to keep up though.,5,positive
"ga profesional, good bye!",5,positive
"Jadi gak realtime lagi, mau pesen tiket error trus",3,negative
Mudah pake dana,5,positive
Easy to use and has cheaper admin✌️ lots of promos also,5,positive
Easy to use.,5,positive
Simple ... praktis... gak repot,5,positive
"soo helping me watch movies, love u tix!!!",5,positive
GABISA MELALKUKAN PEMBAYARAN LEWAT DANA👎,1,negative
Good,5,positive
"I think the app's great, i just wish i had more options for paying other than just Dana because the top-up process is a little confusing and that made me lose some money.",4,negative
"So far so good, baru pertama kali pake dpt promo 30k lumayannn",5,positive
"Still worst, must have DANA for payment.",1,negative
Oke,5,negative
Unable to connect to Dana while it's the only payment options. So I am unable to reserve any movies,2,negative
"Jadi mudah dan cepat, ga perlu antri 👍🏻",5,positive
Nice apps,5,positive
"beside Dana, there should be another payment method. it's annoying when i cant process the payment if i'm not using Dana.",4,negative
so far so good,4,positive
bagus!,5,positive
kenapa lama sekali mau mesen tiket loading terus. dan kadang payment tidak berhasil,1,negative
"Useless apps, it said network error al the time",1,negative
Usefull making easy ur life,5,positive
👍👍👍👍👍,5,positive
"Love the app but is there any possibility of the app also provide payment for other cinemas like Flix? Or maybe you should consider other payment method, that would be helpful.",5,positive
DIFICULT,5,negative
Mempermudah laah pastinya..,5,positive
Lebih enak pakai tix id krna klau ada film yg coming soon bisa di presale,5,positive
Push notifications annoying banget,1,negative
Easy use,5,positive
gut,5,mixed
I can not connect TIX ID with may DANA application.. always connection not stable.. why?? I can not buy the ticket..,1,negative
"pembayaran cuma bisa pake dana, susah buat reset password, dan searching kolom tdk mempermudah pencarian",1,negative
Awesome,5,positive
keren,5,positive
Tingkatkan terus,5,positive
"jusqu'ici, l'appli est bien dirigé et ça m'a bcp plu",5,positive
"Too much notification, annoying.",1,negative
Good,5,positive
GABISA AKTIFIN DANA,1,positive
"Sangat Menbantu, no ribet, no antry",5,positive
nice aja sih,5,positive
Good,5,positive
Sangat membantu pesan dalam perjalanan nonton,5,positive
mantap,5,positive
Tingkatkan terus,5,positive
Verifikasi nya ribet,1,positive
simple,5,positive
Tolong rewardnya perbanyak,4,negative
MANTAP,5,positive
Ok,5,positive
"Berulang kali beli di tix dan berulang kali juga kena refund sepihak tanpa alasan jelas. [Edited] sudah dijelaskan oleh tim developer terkait ini. Salah saya tidak membaca teliti, tapi tetap saja kesal rasanya. Maaf ya.",4,negative
Best apps to book cinemas ticket and get information for all kind of cinemas in Indonesia,5,positive
Helpfull,4,positive
Excellent,5,positive
Good,5,positive
YEEZY SEASON APPROACHING,5,positive
Entah brp point reward yang hangus krna tidak bs dtukarkan. Mending tidak usah ada point reward kalo ternyata tidak bisa dipakai.,3,negative
Easy,5,positive
Good apps,5,positive
Great,5,positive
Mudah dipakai,5,positive
"Sangat membantu,dan praktis",5,positive
Sangat membantu 🙏,5,positive
Good,5,positive
Best for sale!,5,positive
Mempermudah.. saran biaya admin bisa diturunkan ya,5,negative
Nice,5,positive
Good apps,5,positive
Sukak bangett!,5,positive
Good,5,positive
Respon aplikasinya lama,2,negative
Booking tiket bioskop jadi lebih enak,5,positive
"Perdana coba beli tiket lewat aplikasi, so far ga ada masalah, lancar jaya, terimakasih.",4,positive
cant connect payment apps,1,negative
lumayan bagus,4,positive
Awesome and good apps,5,positive
Very good,5,positive
"Kreen, mantapslah",5,positive
Good at all,5,positive
Nice,5,positive
mantab,5,negative
Best app ever,5,positive
Ga bisa sambungin ke dana. Pas mau ketik nomor hapenya ga bisa diketik2 tabnya,1,negative
keren,5,positive
Plisss laaa biaya penanganannya dikurangin,3,negative
Seneng banget suka banyak promo cmn klo promo posternya msh ada promo eh ternyata promonya udh abis pedahal klo promonya udh abis posternya ilangin aja,4,negative
"When I opened the application, there was an error, I wanted to watch it and saw the schedule when it wasn't showing, I thought it wasn't really showing. it turns out that the application has an error. please fix it soon",1,negative
"Pemesanan bisa langsung dilakukan sebelum tanggal penayangan, mantap",5,positive
fast respon,5,negative
Very good n fast,5,positive
Kasih 4 dulu,4,positive
Cool,5,positive
Ga seribet aplikasi official sebelah yang saldonya cm bisa buat nonton. Tapi kadang war tiket pre-sale sering ke pental aja... Selebihnya nyaman dan memudahkan user...,4,positive
"Ditunggu2 jam 12 malem, jadwalnya ga berubah2 sampe jam stngah 3 malem jadwal hari ini ga keluar2,",1,negative
"They charge Rp.4000 per ticket, what..??",1,negative
Good experiance,5,positive
Good,5,N/A
Good,5,N/A
sangat membantu,5,positive
"Mengecewakan, pas mau bayar, diarahkan ke halaman dana, stuck, tidak terbuka apa apa. Internet ga ada masalah. Ujung ujungnya barus beli di mtix dengan admin 10rb 😰",1,negative
Sangat memudahkan untuk pesan tiket,5,positive
"After updated the new version, ny account was gone. Said that the Phone number is not registered. Weww..",1,negative
Good,5,positive
biaya layanannya kemahalan pak,2,negative
Good,5,positive
"Kenapa sekarang jd suka nge foward ke web siiihhh tiap baru buka, padahal klik close",3,negative
Nice,5,positive
Error halaman bayar dana blank putih,1,negative
Bagus,5,positive
Sangat lama untuk masuk ke pembayaran Dananya padahal kondisi sinyal bagus,1,negative
Sudah milih seat tidak bisa masuk ke dana nya👎👎,1,negative
Buat checkounya kok jadi lama bgt ya,2,negative
Easy to use,5,positive
Terimakasih TIX ID telah memberikan layanan booking ternyaman dan cepat,5,positive
Sering lama gk kebuka.. Padahal udah install ulang terus hapeku XIAOMI 11T,1,negative
Ga bisa reschedule atau refund 🙃,2,negative
mungkin pilihan pembayarannya bisa lebih bervariasi ke depannya,5,mixed
Mantab... pajaknya masih gede,5,positive
"Lebih murah dari pada cgv, lebih mantap lah",5,positive
"Easy to use, fast payment. Great",5,positive
"Pesan tiket bioskop paling praktis dan murah, biaya adminnya lebih murah kalau dihitung total dibanding dengan aplikasi resmi sebelah yg kalau mau topup saldo aja ada adminnya cukuo mahal...",5,positive
OK,5,positive
The easiest app to order the ticket. Great!,5,positive
"POIN LOYALTIX cuman gimmick doang,, nyatanya udah 1 tahun lebih berlalu sejak awal pakai tix di bulan desember 2021 sampai sekarang mei 2023 ini cuman tertulis ""segera hadir"" preet,,,",1,negative
"Bad, forcing payment using dana apps only",3,negative
"Tiap baru buka homepage tix id, ada ad yg kalo di close auto direct ke browser, tapi langsung di redirect ke app lagi. Jadi bolak balik gt. Agak annoying.",1,negative
😁👍,5,positive
tidak menyenangkan pembayaran cuma bisa pake DANA.,1,negative
goOd,5,positive
"Sejauh ini aplikasi sudah bagus dan memudahkan untuk pemesanan tiket secara online. Saran saya mungkin bisa ditambah fitur add to calendar ya, jadi apabila user sudah melakukan pembelian tiket hari itu atau pre-sale maka otomatis jadwal film itu akan muncul di calendar pribadi atau Google Calendar misalnya.",5,positive
So far the UI simple to use. Payment gateway is easy also. Good,5,positive
"Useful, eficient,",5,positive
Coba bisa disortir bioskopnya by kota/province ya,4,negative
"membantu bgt, biar ga kehabisan tiket",5,positive
Link pembayaran ke DANA malah error terus..,1,negative
bagus lohh membantu bgt buat org org yg nyimpen duitnya cuma di dana,5,positive
Nice!,5,positive
i can't using the voucher code. it's 1 days left and already expired?,1,negative
gokilz,5,negative
oke,5,positive
Sangat membantu saat ingin menonton film,5,positive
goodd,5,positive
Membantu banget,4,positive
Good,5,positive
niceee,5,positive
Easy to use and so simple. Life is so easy,5,positive
LOVE IT,5,positive
Good n simple,5,positive
Instant uninstall cause they just have dana for payment method,1,negative
"Easy to used, great apps.",5,positive
"Sangat mudah untuk pesan tiket di bioskop, tidak perlu antri.",5,positive
No need to queue...,5,positive
App yang sangat membantu,5,positive
"simple, sangat membantu demi kenyamanan menonton",5,positive
Good,5,N/A
"Banner iklan nganggu. Segede full layar. Susah ditutup. Sering nongol tiba2, bikin kepencet!!!",1,negative
"Aplikasi lemot, tolong diperbaiki",4,negative
Lumayan praktis dan mudah digunakan,5,positive
Pointnya jarang sekali bisa dipakai dan kuota voucher dibatasi juga.,1,negative
Banyak notif sampah yang tidak bisa dimatikan dari aplikasi,1,negative
This App help me so much to buy ticket from home... ♡♡♡,5,positive
Jelek,1,negative
That's a good app from cinepolis real application,5,positive
"I did not experience any difficulties in accessing the application; so far so good. But, it would be better if we can choose other payment methods beside Dana to check our ticket out. If it is possible, please add other payment methods (can be from other e-wallets or debit cards) since I do not use Dana anymore. Thank you for your consideration.",4,positive
mantull,5,negative
Ok ok ok,5,negative
"Mudah, cepat dan aman",5,positive
"buruk terkait reward point claim nya,",1,negative
praktis beli tiket,5,positive
"Poin yg didapet dari beli tiket ga bisa dituker, selalu coming soon udah bertahun2, yang ada malah kedaluarsa duluan poinnya. Wkwk.",2,negative
Good,5,positive
mayan Buat Mantau Hiburan,4,mixed
"Admin tambah mahal pertiket, harusnya admin stabil saja itungannya. Misal admin 3000 ya sudah 3000 saja buat berapa tiket pun",2,negative
"Lamaaa banget buat pilih seat, pembayaran juga lama banget, dan akhirnya gk bisa, diulang berapa kalipun tetep sama, tolong segera dieprbaiki",2,negative
Sangat membantu....👍,5,positive
Good application,5,positive
So far so good. But i lost my loyalty reward before i could spend em.,4,negative
"gbisa dipake appsnya karna eror gbisa connect ke dana, lain kali bikin alternatif lain buat bayar",1,negative
Tambahin metode pembayarannya dongg min,3,negative
I dislike the limited payment options,2,negative
Immediately uninstalled. Slow and much of the information is not updated.,1,negative
Mantap,5,positive
Cuma bisa error doang,1,negative
hopefully TIX ID can be more stable for cinema Lovers ok Many thanks,5,positive
"Sekarang pembayaran ada banyak. Knapa cmn bisa dana ajah sih pembayarannya. Padahal kan ada mobile banking yg lebih fleksibel dan smua orang punya. Tolong, Tambahin metode pembayarannya",2,negative
Suck,1,negative
Why this app only supports DANA?. when this app will support QRIS?,2,negative
Ok,5,positive
Love.,5,positive
Baik baik aja,4,positive
Simple,5,positive
"TnC tidak jelas, dianggap menyetujui pembayaran yang sudah sebelumnya dicancel. Sangat merugikan konsumen dan customer service ga memahami problem yang dialami konsumen.",1,negative
Very easy an intuitive 👌,5,positive
Kurangnya cuma point nya nggak bisa dituker.,4,negative
There's no problem on me,4,mixed
New to this app but uninstalled it later as soon as didn't receive SMS verification. Even using different phone number. Shame this app didn't running well nor the Server too...,1,negative
Amazing,4,positive
Can't connect to dana,1,negative
Nice,5,positive
Mempermudah beli tiket nonton bioskop,5,positive
"gk jelas,topup pake dana dipotong 500 tapi app tidak reliable,bgitu booking terjadi kesalaham sistem terus. harus keluar app dan masuk lagi. akhirnya kursi diambil orang. rugi di saldo. not sure why people still use this app.",1,negative
"App wont open, stuck in start screen, my device is samsung galaxy s20 fe",5,negative
Biaya layanan mahal sekali.,1,negative
Antapzzz mudah banget transaksi nya,5,positive
"TIX-ID fee admin nya mahal, dikenakan per tiket pula bukan per transaksi",2,negative
best,5,positive
👍👍,5,positive
Easy way to order,5,positive
mantap,5,positive
Andaikan bisa pake shopeepay/gopay,4,mixed
the best,5,positive
Fungsinya poin disini apa ya ? Ga pernah bisa ditukar dan akhirnya expired 🤔😒,2,negative
ok,5,positive
Aplikasinya bagus cuman sayang pembayarannya harus via dana tidak via mbangking,5,mixed
This app is helpful,5,positive
